ev_id,crew_age,crew_inj_level,flight_hours
20160616X45023,36,0,1.700000048
20160616X62306,31,0,8
20160617X35430,33,0,3750
20160618X24627,48,2,250
20160619X60142,60,3,0
20160620X73114,62,1,10
20160620X85520,33,2,4500
20160620X91456,52,0,0
20160620X94648,64,1,255
20160620X01640,79,0,1
20160620X21154,51,3,1985
20160620X22219,57,2,200
20160620X32159,51,0,2
20160620X34145,27,2,0
20160620X52838,86,2,2342
20160621X91058,64,0,2
20160621X92619,58,0,11
20160621X64300,44,0,5
20160621X31918,58,0,5
20160621X34119,52,0,1
20160622X00611,71,2,8.600000381
20160622X30537,72,0,1
20160622X43524,62,0,0.5
20160622X43524,65,0,0.5
20160622X85638,31,0,4
20160622X92904,52,0,0
20160623X84139,22,2,300
20160623X91601,65,1,6
20160623X00413,47,0,0
20160623X01153,72,0,6
20160623X13843,68,2,16
20160623X22855,63,1,400
20160623X44206,61,0,1.5
20160623X65115,35,0,3
20160623X74849,32,0,1
20160623X83406,34,0,894
20160623X91927,64,2,300
20160624X83720,52,3,3
20160624X73440,34,1,5
20160625X01739,70,3,3505
20160627X91259,32,1,3
20160627X95450,44,0,7
20160627X50018,53,0,1
20160627X55550,30,1,7.300000191
20160627X61805,72,0,8.100000381
20160627X65310,73,1,1.200000048
20160627X80236,58,0,2
20160627X81436,61,0,8
20160628X10951,68,0,25
20160628X23537,31,0,390
20160628X25815,44,1,460
20160628X70613,54,1,15
20160628X75956,73,0,1
20160628X81445,28,0,30
20160628X85237,63,0,46
20160629X12550,68,0,3
20160629X33351,60,0,1
20160629X35606,18,0,12.60000038
20160629X64057,58,0,12
20160629X72937,34,0,2
20160630X25142,56,0,2
20160630X31045,57,0,2
20160630X31108,17,0,41
20160630X33949,53,0,4208
20160630X52348,64,0,20
20160630X55224,45,0,1
20160630X72423,51,1,5
20160630X02802,42,0,1.700000048
20160701X62525,29,0,2
20160702X94036,42,0,3
20160703X64604,60,1,3
20160703X92040,36,1,0.200000003
20160704X85554,78,3,0
20160704X55622,54,3,600
20160704X85526,38,0,3
20160705X81940,79,1,957
20160705X00857,64,2,4
20160705X13929,64,0,5
20160705X21318,43,0,5
20160705X22325,51,0,297
20160705X24026,23,0,4.099999905
20160705X42046,43,0,9
20160705X45456,59,2,30
20160705X45958,39,0,80
20160705X52117,62,1,4
20160705X75553,28,0,30
20160705X80153,51,0,8
20160705X81953,57,0,500
20160705X85201,71,0,7
20160706X14221,26,0,541
20160706X31825,37,0,3
20160706X32644,46,3,207
20160706X42741,36,3,7
20160706X42954,76,0,4000
20160706X84658,68,0,150
20160707X02810,66,1,1
20160707X03517,36,0,100
20160707X31638,35,0,2
20160707X41205,60,1,0
20160707X22951,76,0,2
20160708X61700,60,0,3778
20160708X91232,21,0,3
20160708X93955,48,3,0
20160708X95825,58,0,3
20160708X85810,41,3,1350
20160711X00156,62,3,1.700000048
20160711X00335,39,1,0
20160711X32559,57,0,2
20160711X32921,58,3,18430
20160711X33249,62,0,75
20160711X34632,56,0,5
20160711X35718,62,0,1000
20160711X51106,69,0,3
20160711X51450,67,0,0
20160711X54618,49,2,2
20160711X61125,48,1,0
20160711X64900,74,0,500
20160711X65339,65,0,3
20160711X65900,52,1,13
20160711X80213,30,0,3
20160711X20144,36,0,164
20160712X25544,23,0,74
20160712X32830,45,1,23.29999924
20160712X34248,55,0,1000
20160712X52459,26,0,24
20160712X72348,76,1,2500
20160714X44234,75,0,14
20160715X03849,54,0,3
20160715X31642,82,0,1
20160715X90316,26,1,0
20160715X90316,23,1,0
20160716X01657,61,3,0.5
20160716X21535,38,2,561.2000122
20160717X15309,76,1,7
20160718X90610,65,2,4550
20160718X03838,74,1,1
20160718X25034,48,0,160
20160718X25034,54,0,160
20160718X32942,37,0,3
20160718X35521,45,0,10
20160718X60414,56,0,1
20160718X60527,21,3,0
20160718X61154,68,1,350
20160718X62313,62,0,6
20160718X62900,62,1,1
20160718X25334,49,3,750
20160719X92516,76,1,2
20160719X94831,35,0,190
20160719X34755,49,1,0
20160719X34936,84,2,1
20160719X74135,64,0,0
20160719X74135,55,0,0
20160720X01138,71,0,1
20160720X04524,87,0,0
20160720X32920,62,0,1
20160720X55139,59,0,4
20160721X10019,64,1,3
20160721X15056,67,0,433
20160721X24536,70,2,40
20160721X31540,61,0,1000
20160721X33517,39,0,780
20160721X51753,75,0,2000
20160721X51844,62,0,14
20160721X52728,71,0,6
20160721X55442,52,0,2
20160721X74604,58,3,981
20160721X90029,29,0,6
20160721X13557,55,3,3591
20160722X63338,80,3,13.5
20160723X91246,52,0,1963
20160723X95223,45,0,1
20160723X20253,25,3,450
20160723X20253,64,1,450
20160723X83911,59,0,0.5
20160724X73215,27,3,14.30000019
20160724X01920,30,0,9.100000381
20160724X14531,39,2,5
20160724X20723,75,2,300
20160724X20723,84,3,300
20160724X22649,46,2,378.7999878
20160724X24036,63,0,3.5
20160725X60430,53,3,3100
20160725X61204,39,1,2
20160725X62814,71,0,3
20160725X70307,65,0,1990
20160726X22534,61,0,9
20160726X45359,47,0,1660
20160726X52234,63,0,24
20160726X63300,62,0,154.1000061
20160726X70542,71,0,1
20160726X83922,35,0,3
20160726X02205,43,1,2
20160727X34119,75,1,2
20160727X41817,50,0,27
20160727X42258,71,1,0
20160727X42744,63,0,11
20160727X44252,36,0,2
20160727X81857,71,0,0
20160727X20105,43,3,12000
20160728X04833,52,1,3
20160728X25108,69,0,7
20160728X63145,78,3,110
20160728X82503,26,0,17.10000038
20160728X22738,37,3,50
20160729X31455,54,3,1735
20160729X45721,44,3,10
20160730X20734,72,0,25
20160730X21955,56,0,5
20160801X62810,45,1,17.70000076
20160801X65217,68,1,69
20160801X04321,55,3,0
20160801X11947,48,0,1268
20160801X33224,67,0,180
20160801X43359,58,0,374
20160801X45009,33,1,761
20160801X93405,70,3,1860
20160802X94830,44,1,13
20160802X20737,63,0,0
20160802X22428,22,0,247
20160802X45159,21,0,124.8000031
20160802X52258,76,0,1.200000048
20160802X53901,48,0,100
20160802X92043,78,3,927
20160803X34325,76,3,11858
20160803X71952,50,0,3100
20160803X75916,63,3,15000
20160803X03110,60,0,4.099999905
20160803X31656,72,0,800
20160803X52340,73,2,8730
20160803X52340,64,2,8730
20160803X61838,73,1,0.300000012
20160803X72400,39,0,3124.800049
20160804X83405,57,0,5
20160804X02641,49,0,500
20160804X15418,70,0,2.200000048
20160804X45514,29,3,8
20160805X22208,57,0,3.700000048
20160805X31253,52,1,54
20160805X44633,51,0,100
20160805X51255,74,3,10
20160805X51304,53,0,961
20160805X32217,46,1,1
20160805X34814,49,0,4417.100098
20160806X22308,48,0,89
20160806X23345,66,3,10700
20160806X52719,29,0,150
20160807X20843,69,3,1810
20160808X81145,59,2,170
20160808X94140,72,0,1800
20160808X95044,72,1,3
20160808X04351,64,0,1
20160808X21820,65,0,0
20160808X23924,23,3,3
20160808X41242,60,1,2
20160808X50811,66,0,7300
20160808X65051,61,3,19500
20160808X74417,75,0,1
20160808X03845,53,1,6
20160809X20707,58,0,5
20160809X21643,42,0,1
20160809X25153,45,0,0
20160809X31823,75,0,3
20160809X40455,65,2,16
20160809X64640,44,0,194
20160809X72256,45,0,3
20160810X03656,61,0,5
20160810X21106,55,0,2320
20160810X23719,20,0,200
20160810X81537,27,0,2
20160811X81653,61,0,0
20160811X14723,52,0,91
20160811X31136,78,0,0
20160812X50604,73,3,0
20160813X11748,73,1,11
20160813X12710,28,0,125
20160813X90947,43,3,206
20160814X40011,41,3,7
20160815X01623,27,0,27
20160815X12510,42,1,0
20160815X25932,22,0,0
20160815X32841,58,2,120
20160815X33452,54,0,1
20160815X43320,70,2,0.5
20160815X44829,65,0,20
20160816X05940,65,1,6.5
20160816X14228,60,0,0.100000001
20160816X45403,51,1,1
20160817X93423,58,0,1
20160817X05516,81,0,16.10000038
20160817X23628,29,0,50
20160817X62230,62,0,15
20160818X34337,33,0,2
20160818X75326,54,1,3850
20160819X11732,68,3,16791
20160819X53243,27,3,2000
20160819X61537,78,0,6
20160822X94859,58,0,0
20160822X13945,68,2,500
20160822X31417,49,0,1.5
20160822X43925,65,0,150
20160822X54432,19,0,1
20160822X82107,86,0,0.600000024
20160822X85518,75,0,1667
20160823X52304,55,0,4.199999809
20160823X74559,41,1,5
20160823X90755,63,0,150
20160824X52928,67,0,414
20160824X60026,76,3,920
20160824X81825,64,3,4000
20160825X02043,35,1,1777
20160825X21438,29,0,2.200000048
20160825X20130,60,3,0
20160826X13108,51,2,0
20160826X43408,77,1,10
20160826X74427,33,0,928
20160827X23858,69,1,2560
20160827X12409,61,3,10000
20160828X85113,56,3,632
20160829X91320,18,0,5.5
20160829X93702,56,1,600
20160829X00908,73,0,0
20160829X13020,28,0,24
20160829X14027,73,0,1
20160829X32835,62,0,11.60000038
20160829X35843,58,3,9702
20160829X53416,74,0,2
20160829X53416,35,0,2
20160829X54344,67,0,0
20160829X61958,68,0,1
20160829X85955,69,2,12
20160830X91803,67,0,0
20160830X01430,58,0,20
20160830X35738,43,0,6
20160830X61654,71,0,1
20160830X24345,73,3,9845
20160831X15223,70,3,1389
20160831X23743,73,0,3
20160831X62719,48,3,4
20160831X62719,44,3,4
20160901X83843,57,0,78
20160901X60603,66,2,20
20160901X81048,70,0,2
20160902X31547,64,3,2272
20160903X33607,73,3,0
20160903X32500,26,3,27
20160904X64600,76,3,5
20160906X15846,65,0,3826
20160906X24001,29,1,6
20160906X31104,22,0,4
20160906X31206,80,2,1
20160906X35218,55,0,1
20160906X40837,42,0,8
20160906X42514,45,0,2.900000095
20160906X42741,50,0,1
20160906X60042,57,3,2240
20160906X62831,87,2,3
20160906X74252,53,0,5
20160906X24205,62,0,0
20160907X12837,28,0,6
20160907X21532,79,3,2500
20160907X30009,69,1,115
20160907X35746,56,0,4
20160913X75516,49,0,3
20160913X84036,62,1,4509
20160913X10345,39,0,20
20160913X24155,52,0,705
20160914X93511,75,1,3000
20160914X14737,37,0,5
20160914X15836,46,0,4
20160914X31028,89,1,6000
20160914X43846,78,0,1000
20160914X45337,60,0,100
20160914X32900,33,0,967
20160915X31240,73,0,1000
20160916X12503,31,3,410.2000122
20160916X32136,62,0,2
20160917X62400,47,2,0
20160917X32715,47,0,7
20160917X84927,64,3,4116
20160919X13211,69,3,920
20160919X04327,31,2,875
20160919X11841,52,0,200
20160919X12434,41,0,64
20160919X12434,23,0,64
20160920X85700,42,0,4.5
20160920X02257,36,0,751
20160920X14417,49,0,4800
20160920X14749,61,0,863
20160920X14749,44,1,863
20160920X74309,36,0,5
20160920X15124,53,3,18.20000076
20160920X30940,55,0,3
20160921X75343,30,1,50
20160921X92409,70,2,0
20160921X10818,50,0,450
20160921X20513,69,1,700
20160921X33524,34,2,700
20160922X85738,38,2,400
20160922X94831,49,0,1
20160922X20919,53,0,3
20160922X33620,54,0,2
20160922X43155,21,0,1
20160922X61244,69,0,20
20160922X85052,70,0,6
20160922X14250,49,1,3
20160923X14144,66,0,1
20160926X94927,74,1,5
20160926X01659,62,0,3
20160926X03023,53,0,8
20160926X03410,33,0,100
20160926X05138,60,3,0
20160926X05138,69,3,0
20160926X05905,59,3,132
20160926X14319,80,0,45
20160926X23010,75,0,18
20160926X41508,69,1,3
20160926X42944,66,0,80
20160926X44236,57,0,20
20160926X45103,61,1,7
20160927X95426,68,1,639
20160927X42417,56,0,1
20160907X35920,42,0,1
20160907X45319,44,0,800
20160908X93704,71,0,1
20160908X03741,42,3,1
20160908X11147,49,0,8928
20160908X52011,84,0,1100
20160908X75856,72,0,6
20160908X03328,51,0,0
20160909X03623,60,2,216
20160909X21758,63,2,18000
20160909X71952,31,2,4
20160909X91346,61,0,572
20160911X20520,57,3,6.5
20160912X23324,45,0,14
20160912X51251,24,2,3.700000048
20160912X53321,71,0,20
20160912X71238,75,3,2200
20160912X71835,54,0,7
20160913X92743,36,0,2
20160913X22634,57,0,4
20160913X50908,72,0,3.5
20160927X51937,43,0,7
20160927X61547,44,0,25
20160927X64619,55,0,14
20160927X81225,73,0,0
20160927X94824,78,3,1183
20160928X85811,52,0,0
20160928X92308,70,2,2
20160928X15757,47,0,7
20160928X42537,51,0,4.5
20160928X42537,35,0,4.5
20160928X52917,31,0,1716
20160928X65149,42,0,5
20160928X65756,69,0,2
20160929X02931,46,1,15
20160929X31339,69,0,500
20160929X45047,71,0,6.5
20160930X21328,67,0,5
20160930X54139,68,0,1
20161001X44216,83,3,2462
20161002X25827,43,3,4
20161003X11501,45,1,20
20161003X35157,65,0,0
20161003X51648,47,2,1.5
20161003X64427,61,0,1
20161004X23836,40,0,3
20161004X52719,67,0,500
20161004X54838,73,0,1
20161004X34956,38,2,7
20161005X02044,82,1,0.5
20161005X10124,72,0,1
20161005X13452,17,0,7.400000095
20161005X14725,74,2,855.5
20161005X22545,69,0,2
20161005X31133,64,0,1675
20161005X45137,33,0,1.5
20161005X73536,52,0,1.700000048
20161006X15038,65,1,1
20161006X20121,61,2,1
20161006X24138,69,0,6.599999905
20161006X61204,65,0,3000
20161006X22914,48,3,15000
20161007X20912,48,0,3340
20161010X95159,64,0,317
20161010X03513,47,0,946
20161010X04452,60,2,130
20161010X05611,61,2,12
20161010X14758,56,0,1
20161011X22742,37,0,1.700000048
20161011X30638,65,0,1.200000048
20161011X45846,48,0,150
20161011X92521,80,0,3
20161011X93141,68,0,1250
20161012X13615,60,1,10
20161012X23559,70,0,5.300000191
20161012X54219,62,0,5
20161012X54411,28,1,4
20161012X61220,55,1,8.800000191
20161012X61628,68,2,800
20161012X61755,45,2,275
20161012X62544,54,0,5
20161013X93614,31,0,1023
20161013X10712,68,0,1
20161013X23652,62,1,1.200000048
20161013X34331,45,1,8
20161013X35806,79,0,5
20161013X50634,23,0,6
20161014X31149,58,0,257
20161014X34716,56,0,0
20161016X51930,45,2,5
20161016X94347,36,3,750
20161017X23525,79,0,3
20161017X23753,68,1,2
20161017X25411,40,0,831
20161017X51539,65,2,4
20161017X64917,73,2,1
20161017X65629,25,3,188
20161018X25339,67,0,3
20161018X30518,40,2,924
20161018X34142,36,1,3.700000048
20161018X55428,40,0,0
20161018X62339,76,1,0.5
20161019X10935,52,3,1151.5
20161019X95333,47,1,15
20161019X35516,68,0,0.200000003
20161019X50142,66,2,1
20161019X52417,75,0,1
20161019X75457,30,1,75
20161020X94935,45,0,20
20161020X70606,35,0,1338
20161020X84659,70,2,150
20161021X20519,64,0,1
20161021X40716,45,0,6
20161021X62322,35,0,140
20161021X72937,65,3,1020
20161021X72937,67,0,1020
20161022X83618,56,3,934
20161023X42431,29,0,0.300000012
20161023X04439,61,0,1
20161024X95534,51,1,15
20161024X01230,30,0,25
20161024X11610,64,2,1
20161024X24541,75,0,11
20161024X30343,52,1,14
20161024X32755,75,0,4500
20161024X40139,55,0,15
20161024X42222,48,0,675
20161024X44236,71,0,9
20161024X65605,68,0,3
20161024X71359,59,0,8
20161025X01520,61,0,30
20161025X10743,79,1,0.300000012
20161025X71815,67,3,1775
20161026X95159,52,0,1
20161026X95948,36,3,243.1000061
20161027X95255,31,0,1.700000048
20161027X33846,72,0,1
20161027X43340,71,2,37857
20161027X85502,32,0,2
20161027X20715,58,0,4000
20161028X72837,61,0,3.299999952
20161028X73142,73,1,50
20161029X32021,24,3,614
20161030X80201,26,1,530
20161031X10800,51,0,26
20161031X23024,64,0,7
20161031X30541,55,3,6400
20161031X33238,36,0,20
20161031X53717,52,0,0
20161031X82443,64,0,4
20161031X91445,24,0,241
20161031X03313,85,0,295
20161101X00309,52,0,70
20161101X11028,70,0,700
20161101X11028,79,0,700
20161101X12233,60,0,2
20161101X35334,51,1,3
20161101X45636,71,0,25
20161101X52651,63,0,2
20161102X75459,83,0,0.5
20161103X34437,62,0,0
20161103X50742,29,0,1.299999952
20161105X23019,44,3,0
20161107X21301,60,0,2100
20161107X25248,46,0,1
20161107X41554,69,1,5.800000191
20161107X55147,65,1,1
20161107X85939,41,0,11
20161108X95143,69,1,1.700000048
20161109X02142,22,0,6
20161109X21610,57,0,4.300000191
20161109X24004,73,0,14
20161109X50545,64,0,12
20161109X55733,61,0,2400
20161109X60427,50,2,420
20161111X91241,73,3,0
20161111X63737,75,0,616
20161111X71332,72,2,200
20161114X85551,61,0,100
20161114X22408,25,0,0
20161114X33155,51,1,0
20161114X40126,68,0,0.5
20161115X91001,23,0,122
20161115X91001,20,0,122
20161115X41202,70,0,2
20161115X44229,30,0,42.70000076
20161115X51413,68,0,7
20161115X51714,71,0,915
20161115X52315,31,0,2.200000048
20161116X91827,59,0,1
20161116X04207,59,2,0.600000024
20161116X00108,70,3,4210.700195
20161116X11042,61,1,2
20161117X21648,42,0,0.5
20161117X31658,34,0,2
20161117X82522,52,2,29.60000038
20161117X33619,74,3,25200
20161118X60539,64,2,1
20161119X04951,63,3,7050
20161120X44929,75,3,800
20161121X24021,69,0,8
20161122X01429,29,0,42
20161122X02351,57,0,1
20161122X12427,66,3,18.5
20161123X24110,24,0,6
20161123X31419,63,1,800
20161123X43330,78,0,1
20161123X53627,61,2,10
20161125X10532,45,0,25
20161125X10532,42,0,25
20161125X72838,59,3,2.700000048
20161128X83501,59,1,200
20161128X10943,72,0,70
20161129X20345,38,0,0
20161129X51159,61,0,1
20161129X63442,33,0,2
20161129X71536,37,0,2
20161129X72258,63,2,2
20161130X21828,74,0,0
20161201X81827,64,0,1.5
20161201X92343,55,3,945
20161204X04942,64,3,2000
20161205X91704,66,0,11
20161205X03722,72,1,4040
20161205X34546,74,0,1
20161205X55358,58,0,4
20161205X55455,38,0,11
20161205X74357,63,0,3
20161205X33941,39,3,2
20161206X90623,55,0,6
20161206X34431,43,0,0
20161206X41447,66,1,0
20161206X45332,45,3,65
20161207X14934,37,0,2
20161207X64658,80,0,7
20161207X91325,34,3,2
20161207X11223,74,3,0
20161208X12003,72,0,8
20161209X24520,25,3,257.2000122
20161210X72024,75,1,10
20161210X01354,63,3,107
20161212X23428,64,3,873
20161212X45215,36,0,45
20161212X52458,59,0,6
20161212X85310,60,2,3
20161212X35012,61,1,2400
20161213X70014,52,0,4500
20161213X85858,69,0,0
20161214X32217,58,0,0.600000024
20161215X83449,47,0,38
20161216X60544,47,0,289
20161216X91529,48,0,1.100000024
20161216X23127,62,3,4500
20161219X82155,47,0,5
20161219X82252,57,2,1500
20161219X04338,64,0,0
20161219X44123,27,1,38
20161220X20645,63,0,496
20161221X21120,72,0,10
20161221X32443,60,0,3200
20161221X81720,76,0,4.5
20161222X21701,62,1,4532
20161222X35640,70,2,4
20161223X22808,42,3,750
20161226X80840,47,3,218
20161227X03229,41,3,272
20161227X80237,66,0,4
20161227X85755,67,3,4246
20161227X00453,59,1,0
20161228X02152,63,0,1
20161228X11654,30,0,0
20161228X42814,66,1,1
20161229X93022,54,0,83.30000305
20161230X91745,45,3,0
20161230X15938,26,2,0
20161230X55950,63,3,700
20161231X24638,48,3,815.2000122
20161231X24638,55,3,815.2000122
20161231X32244,34,3,0
20170103X05521,23,0,0
20170103X14851,44,3,295
20170103X43747,56,2,30
20170103X51006,79,2,3
20161230X44407,55,0,0.100000001
20170104X40138,45,1,244
20170105X81632,41,3,7
20161230X43442,26,0,1
20170105X41106,42,3,3
20170105X45917,72,0,219
20170105X51011,63,1,1
20170105X62347,53,0,0
20170105X74726,40,3,1
20170105X85226,44,2,21
20170106X54538,20,0,4
20170109X24157,58,0,1802
20170110X14448,76,0,8.5
20170110X44641,61,0,1
20170110X92555,43,0,5
20170111X50750,39,0,7.599999905
20170111X80048,23,2,13
20170112X04240,87,2,2100
20170113X11749,27,3,2250
20170113X00618,57,0,970
20170113X04821,79,3,1300
20170130X42804,74,0,1
20170130X43816,69,0,1
20170130X55007,47,1,0
20170130X65514,72,1,1
20170131X04522,59,0,3.5
20170128X12156,70,0,1
20170131X24430,34,0,821
20170131X81133,24,3,1700
20170201X00517,52,1,1
20170201X04529,38,0,6
20170201X54942,69,0,1
20170202X05920,71,1,5900
20170203X42626,77,0,21000
20170204X84125,73,0,813
20170204X84125,59,0,813
20170204X53753,38,0,4
20170206X01446,63,0,200
20170206X23502,62,2,1
20170206X64951,42,0,673
20170206X64951,40,0,673
20170206X84323,84,2,0
20170207X10319,30,2,4
20170207X74320,67,0,9
20170207X10221,39,2,135
20170207X40633,56,0,4
20170207X82120,62,0,3
20170208X54102,68,0,6
20170208X65750,42,0,2
20170209X35302,27,2,2
20170209X42609,36,0,2.5
20170212X02618,65,1,6
20170212X02502,69,0,14
20170215X13456,48,0,296
20170215X50149,54,3,9.100000381
20170216X14824,55,0,1
20170216X44213,31,0,61
20170216X12812,50,3,1200
20170215X21447,65,3,3
20170219X41753,69,1,4
20170219X40644,56,2,97.5
20170216X12429,39,0,0.600000024
20170221X02735,58,0,300
20170221X13702,60,0,1
20170221X23823,40,1,5
20170221X24348,53,0,0.5
20170221X45637,54,0,2
20170222X80758,35,0,1
20170222X85738,64,0,0
20170222X93839,56,2,1
20170222X20442,84,0,5000
20170222X25314,24,3,271
20170222X34040,69,0,3
20170222X62849,60,0,5
20170222X75136,41,0,1
20170222X85459,54,0,241
20170223X92731,71,2,5500
20170219X54712,72,0,105
20170224X81432,65,2,15
20170224X03359,54,0,50
20170224X34451,47,1,20
20170226X24343,61,2,0
20170224X14045,54,1,3
20170227X30016,23,3,550
20170224X75120,68,0,1700
20170227X54511,41,3,91.59999847
20170228X14159,27,1,60
20170228X14333,51,0,398.6000061
20170228X30735,28,3,1
20170228X31819,62,2,0.400000006
20170228X43205,54,0,2.200000048
20170228X40721,73,3,0
20170228X65345,43,0,0.800000012
20170301X20646,55,0,2000
20170224X20723,59,0,3
20170301X33456,56,0,5
20170301X43311,60,0,2
20170228X75151,36,0,4
20170301X85247,46,0,3.700000048
20170301X93327,63,1,8
20170301X00432,35,0,80
20170302X20302,61,2,22000
20170302X33223,73,1,2
20170302X64943,56,0,47
20170303X52046,68,1,20
20170304X15812,69,3,11.80000019
20170304X55438,58,3,1120
20170306X05343,41,2,35
20170306X21055,56,0,4
20170306X21712,71,2,5
20170306X22248,78,1,2
20170114X83817,61,3,8000
20170117X10618,60,1,18
20170117X15227,60,2,0.300000012
20170117X41022,84,0,2
20170117X42903,67,0,9
20170117X43953,66,0,102
20170117X55850,54,2,0
20170117X64906,61,3,2000
20170118X70442,22,0,8.800000191
20170118X72227,56,3,2500
20170119X01842,42,0,10
20170117X42106,62,2,3
20170119X64022,76,0,50
20170119X81250,25,0,4
20170119X13551,73,0,0.600000024
20170121X51718,57,2,1390
20170122X64422,28,3,0
20170123X71328,56,3,13000
20170124X22049,75,0,1
20170124X42431,76,0,1800
20170124X60408,59,1,170
20170125X34153,58,0,0.300000012
20170120X80422,52,0,1
20170125X83045,32,3,2556
20170126X02237,61,3,450
20170126X12752,19,0,110
20170127X81526,75,0,2
20170127X85009,47,0,78
20170128X51713,59,1,1
20170130X23850,23,0,0
20170130X31212,58,0,1
20170306X30953,62,0,37
20170302X21331,78,0,12
20170306X60913,28,3,0
20170307X94532,63,0,30
20170307X02808,69,2,0
20170307X03418,72,0,3
20170307X14358,67,1,3
20170306X60222,52,0,1
20170306X32312,77,0,26
20170308X22148,55,3,100
20170308X31846,43,2,306
20170302X20111,41,0,439
20170308X71845,80,3,2.700000048
20170309X11947,35,0,100
20170309X53851,35,0,172
20170224X82029,75,0,2
20170308X60632,37,0,2250
20170308X60632,74,0,2250
20170308X02940,67,0,1500
20170311X85300,55,0,0
20170312X72425,78,3,1977
20170313X22258,44,0,6
20170309X43126,79,2,121.5999985
20170310X82024,84,0,1
20170313X80726,74,0,2500
20170314X91011,44,0,6.300000191
20170313X32343,54,1,0
20170226X53533,66,0,3
20170314X61104,62,0,2800
20170314X64829,72,0,4
20170314X72543,53,3,8.300000191
20170314X80958,69,0,10
20170317X82510,67,3,3950
20170317X92137,61,0,2500
20170320X02920,81,1,1296
20170320X15836,68,3,100
20170320X23451,49,1,90
20170320X31039,31,0,1114
20170320X33640,53,0,10
20170320X00003,62,0,431
20170313X31543,45,1,7
20170322X15507,52,3,1180
20170322X20012,42,0,1
20170322X31256,65,2,0.100000001
20170322X54220,50,0,1
20170321X21045,62,0,3
20170323X32741,49,0,3
20170323X35223,29,0,2
20170323X53116,59,0,1
20170324X00400,31,3,20.20000076
20170324X05532,78,3,6000
20170325X73114,45,3,288
20170327X44109,37,1,951
20170327X52824,63,0,550
20170327X60749,36,0,190
20170501X05244,28,0,3
20170429X10625,65,0,1
20170501X34015,47,1,25
20170501X11122,78,1,11
20170501X52315,53,0,1002
20170502X90416,39,0,10
20170502X12758,54,3,3
20170430X54806,72,0,277
20170502X41241,73,0,2610
20170502X93150,30,0,4
20170429X10800,56,0,5
20170502X01858,48,2,2
20170503X65443,29,0,2
20170503X85252,54,0,0
20170503X23550,35,3,2
20170504X65935,56,1,2
20170504X72527,60,1,5
20170505X00640,47,3,4368.5
20170505X11128,45,0,58
20170505X02720,40,2,169
20170505X11104,44,3,244.3000031
20170505X12905,64,2,3000
20170420X55710,25,0,1
20170425X32358,55,0,2
20170508X92431,64,0,194
20170508X30322,70,0,4
20170508X40936,38,0,6
20170508X45426,55,3,1
20170508X45139,54,0,6
20170508X55219,39,1,5
20170508X85232,49,0,100
20170508X05228,61,1,7
20170505X12002,27,0,4
20170509X73859,78,0,35
20170510X04511,65,0,1
20170509X31153,73,0,2500
20170510X11422,28,0,57
20170510X54257,66,0,8
20170510X92056,74,1,2
20170511X84152,88,1,0.400000006
20170511X55330,51,0,4
20170511X83124,39,1,3
20170511X93532,68,0,360
20170328X92656,74,3,0
20170326X55937,45,0,1435
20170328X23328,57,0,5
20170328X31143,73,3,24800
20170328X53238,67,3,11000
20170326X54753,60,0,4
20170328X00439,58,0,6704
20170329X51450,71,0,1
20170328X61720,64,0,6.400000095
20170331X95128,57,0,4
20170330X15034,50,0,0
20170331X33432,69,0,2.099999905
20170401X94926,57,3,45
20170401X94926,66,3,45
20170401X82718,76,1,1
20170402X04118,58,3,90
20170403X04525,53,0,75
20170403X20541,47,1,4
20170404X81707,67,1,7
20170404X04612,64,3,1
20170404X35012,40,0,6
20170404X70045,57,0,4
20170405X64616,84,1,281
20170405X73547,58,0,9000
20170405X73547,48,0,9000
20170403X10905,17,0,6
20170407X41612,67,3,109
20170407X85555,53,3,6475.299805
20170408X41518,55,3,25000
20170408X45617,56,1,0
20170408X73024,68,0,12
20170408X51906,77,0,500
20170410X81848,37,0,0
20170410X92111,39,0,2
20170410X00359,49,2,0
20170410X21525,64,0,6
20170407X41449,60,0,5
20170410X54254,38,0,400
20170410X64605,73,0,2000
20170410X64605,77,0,2000
20170411X83030,42,0,3
20170410X05935,51,0,1
20170411X42210,57,1,0
20170411X50232,52,0,3
20170411X34631,42,1,2
20170412X64143,77,3,1397
20170412X70158,42,3,1109
20170412X71451,45,0,2250
20170412X52110,60,0,6
20170412X83735,53,0,1
20170413X51732,50,0,3
20170416X54153,37,3,2350
20170417X91628,52,1,5
20170417X95902,51,1,1.5
20170417X01326,31,0,0
20170417X91018,47,0,1941
20170418X83115,86,0,52
20170418X92855,69,0,2
20170413X40146,32,2,1
20170417X83921,60,0,1
20170418X31628,28,0,9
20170415X15153,40,1,3
20170418X01152,61,3,1
20170419X83518,50,0,6
20170415X13152,77,0,3
20170419X24631,68,0,0.5
20170420X93935,66,0,1
20170420X64332,58,0,1
20170419X25815,53,3,92
20170420X82100,34,0,16.79999924
20170420X70152,19,0,2
20170421X03812,37,2,3300
20170421X00504,67,0,3
20170421X02231,36,0,6
20170421X84716,60,3,3600
20170422X03928,53,0,5
20170423X05422,54,3,7170
20170410X84825,87,1,5000
20170424X30607,39,0,10
20170424X51108,30,0,2
20170424X90258,22,1,14
20170424X60355,67,3,4840
20170424X62153,58,0,200
20170424X93837,56,3,1.700000048
